,Plate,Row,Column,Rep,Acetate,Butyrate,Succinate,Lactate,Community,OD,Total,PC Reads,PC Fraction,PC,PJ Reads,PJ Fraction,PJ,BV Reads,BV Fraction,BV,BF Reads,BF Fraction,BF,BO Reads,BO Fraction,BO,BT Reads,BT Fraction,BT,BC Reads,BC Fraction,BC,BY Reads,BY Fraction,BY,BU Reads,BU Fraction,BU,DP Reads,DP Fraction,DP,BL Reads,BL Fraction,BL,BA Reads,BA Fraction,BA,BP Reads,BP Fraction,BP,CA Reads,CA Fraction,CA,EL Reads,EL Fraction,EL,FP Reads,FP Fraction,FP,CH Reads,CH Fraction,CH,AC Reads,AC Fraction,AC,BH Reads,BH Fraction,BH,CG Reads,CG Fraction,CG,ER Reads,ER Fraction,ER,RI Reads,RI Fraction,RI,CC Reads,CC Fraction,CC,DL Reads,DL Fraction,DL,DF Reads,DF Fraction,DF
0,1,A,1,1,35.58607196,35.086384100000004,27.63758724,3.45762933,BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,2.0340000000000003,12267.0,1.0,8.163265306122449e-05,0.0,0.0,0.0,0.0,437.0,0.035673469387755105,0.0,993.0,0.08106122448979591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0034285714285714284,0.0,1.0,8.163265306122449e-05,0.0,0.0,0.0,0.0,1328.0,0.10840816326530613,0.0,1.0,8.163265306122449e-05,0.0,18.0,0.0014693877551020407,0.0,1479.0,0.12073469387755102,0.0,3565.0,0.2910204081632653,0.0,14.0,0.001142857142857143,0.0,0.0,0.0,0.0,710.0,0.05795918367346939,0.0,4.0,0.000326530612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3657.0,0.298530612244898,0.0
1,1,B,1,1,30.00643972,49.63977614,12.01187724,2.71206186,PJ-BY-BU-EL-FP-CH-AC-BH-CG-CC-DF,2.144,12913.0,1.0,7.774236181295186e-05,0.0,1018.0,0.07914172432558501,0.0,0.0,0.0,0.0,1.0,7.774236181295186e-05,0.0,1.0,7.774236181295186e-05,0.0,1.0,7.774236181295186e-05,0.0,2.0,0.00015548472362590375,0.0,2540.0,0.19746559900489774,0.0,1686.0,0.13107362201663686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.013293943870014771,0.0,6.0,0.00046645417087771133,0.0,351.0,0.027287568996346108,0.0,1976.0,0.1536189069423929,0.0,22.0,0.0017103319598849411,0.0,1536.0,0.11941226774469407,0.0,1.0,7.774236181295186e-05,0.0,0.0,0.0,0.0,2683.0,0.2085827567441499,0.0,0.0,0.0,0.0,867.0,0.06740262769182928,0.0
2,1,C,1,1,24.903772500000002,46.559256500000004,12.86014392,1.95565494,BV-BY-BL-BA-EL-FP-AC-BH-CG-ER-DF,1.953,12701.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.04216582597730139,0.0,1.0,7.881462799495586e-05,0.0,1.0,7.881462799495586e-05,0.0,0.0,0.0,0.0,3.0,0.0002364438839848676,0.0,721.0,0.05682534678436318,0.0,1.0,7.881462799495586e-05,0.0,0.0,0.0,0.0,43.0,0.0033890290037831023,0.0,2146.0,0.16913619167717528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.004650063051702396,0.0,10.0,0.0007881462799495586,0.0,0.0,0.0,0.0,3125.0,0.2462957124842371,0.0,6.0,0.0004728877679697352,0.0,565.0,0.04453026481715006,0.0,910.0,0.07172131147540982,0.0,0.0,0.0,0.0,2.0,0.00015762925598991173,0.0,0.0,0.0,0.0,4560.0,0.3593947036569987,0.0
3,1,D,1,1,29.5486183,46.6518908,8.52980932,1.44877254,PJ-BY-BL-BA-CA-EL-CH-AC-BH-RI-DF,2.298,13141.0,2.0,0.0001523229246001523,0.0,729.0,0.055521706016755525,0.0,0.0,0.0,0.0,3.0,0.00022848438690022848,0.0,5.0,0.0003808073115003808,0.0,1.0,7.616146230007616e-05,0.0,0.0,0.0,0.0,2051.0,0.1562071591774562,0.0,2.0,0.0001523229246001523,0.0,0.0,0.0,0.0,52.0,0.0039603960396039604,0.0,2356.0,0.17943640517897946,0.0,0.0,0.0,0.0,271.0,0.02063975628332064,0.0,205.0,0.015613099771515612,0.0,0.0,0.0,0.0,793.0,0.0603960396039604,0.0,2846.0,0.21675552170601675,0.0,32.0,0.002437166793602437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.616146230007616e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.0,0.28796648895658794,0.0
4,1,E,1,1,26.547896100000003,42.50789138,12.72151536,1.52915973,PJ-BY-BU-BL-EL-FP-CH-AC-BH-RI-DL,1.997,14386.0,0.0,0.0,0.0,1127.0,0.07870661359033453,0.0,0.0,0.0,0.0,2.0,0.00013967455827920946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283.0,0.15943850827571754,0.0,1890.0,0.13199245757385292,0.0,0.0,0.0,0.0,92.0,0.0064250296808436354,0.0,1.0,6.983727913960473e-05,0.0,1.0,6.983727913960473e-05,0.0,1.0,6.983727913960473e-05,0.0,116.0,0.008101124380194148,0.0,12.0,0.0008380473496752566,0.0,962.0,0.06718346253229975,0.0,5151.0,0.3597318248481039,0.0,33.0,0.0023046302116069557,0.0,2.0,0.00013967455827920946,0.0,0.0,0.0,0.0,10.0,0.0006983727913960473,0.0,0.0,0.0,0.0,2633.0,0.1838815559745792,0.0,3.0,0.00020951183741881412,0.0
5,1,F,1,1,41.77846264,42.84962552,9.54511384,1.45413321,BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,1.9780000000000002,10237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2113.0,0.20648881071044656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00019544610573634318,0.0,1.0,9.772305286817159e-05,0.0,1485.0,0.14511873350923482,0.0,521.0,0.050913710544317405,0.0,62.0,0.006058829277826639,0.0,2288.0,0.22359034496237665,0.0,0.0,0.0,0.0,612.0,0.059806508355321024,0.0,110.0,0.010749535815498876,0.0,6.0,0.0005863383172090296,0.0,0.0,0.0,0.0,1671.0,0.16329522134271476,0.0,0.0,0.0,0.0,1354.0,0.13231701358350434,0.0,0.0,0.0,0.0,4.0,0.00039089221147268636,0.0,2.0,0.00019544610573634318,0.0,0.0,0.0,0.0,1.0,9.772305286817159e-05,0.0
6,1,G,1,1,36.2103685,39.83716046,21.40021912,0.0,PJ-BV-BO-BU-CA-CH-AC-BH-CG-RI-DL-DF,2.523,12122.0,0.0,0.0,0.0,163.0,0.013500082822594005,0.0,159.0,0.013168792446579428,0.0,1.0,8.282259400364419e-05,0.0,932.0,0.07719065761139639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.282259400364419e-05,0.0,229.0,0.01896637402683452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.282259400364419e-05,0.0,0.0,0.0,0.0,725.0,0.060046380652642034,0.0,0.0,0.0,0.0,1.0,8.282259400364419e-05,0.0,1011.0,0.08373364253768427,0.0,4785.0,0.3963061123074375,0.0,4.0,0.0003312903760145768,0.0,170.0,0.014079840980619512,0.0,0.0,0.0,0.0,2.0,0.00016564518800728838,0.0,0.0,0.0,0.0,3001.0,0.24855060460493625,0.0,888.0,0.07354646347523605,0.0
7,1,H,1,1,38.3658414,33.10341014,9.94325988,20.92939779,BV-BY-BU-BL-BA-BP-CA-EL-CH-AC-CG-DF,2.499,13156.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.02094759293113955,0.0,0.0,0.0,0.0,1.0,7.617306520414382e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,0.0658897014015844,0.0,561.0,0.04273308957952468,0.0,0.0,0.0,0.0,78.0,0.005941499085923218,0.0,1686.0,0.12842778793418647,0.0,726.0,0.05530164533820841,0.0,961.0,0.07320231566118221,0.0,75.0,0.005712979890310786,0.0,0.0,0.0,0.0,539.0,0.041057282145033513,0.0,5280.0,0.4021937842778793,0.0,0.0,0.0,0.0,373.0,0.028412553321145638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708.0,0.13010359536867766,0.0
8,1,A,2,1,37.18633594,41.7700424,24.979667199999998,2.96549925,PC-PJ-BV-BL-BA-CA-FP-AC-BH-CG-DF,1.998,11388.0,4252.0,0.37422988910403104,0.0,301.0,0.026491814821334274,0.0,343.0,0.03018834712198556,0.0,1.0,8.80126738250308e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.80126738250308e-05,0.0,0.0,0.0,0.0,19.0,0.0016722408026755853,0.0,755.0,0.06644956873789826,0.0,1.0,8.80126738250308e-05,0.0,436.0,0.03837352578771343,0.0,0.0,0.0,0.0,13.0,0.0011441647597254007,0.0,0.0,0.0,0.0,3878.0,0.34131314909346944,0.0,3.0,0.0002640380214750924,0.0,439.0,0.03863756380918852,0.0,1.0,8.80126738250308e-05,0.0,0.0,0.0,0.0,1.0,8.80126738250308e-05,0.0,0.0,0.0,0.0,918.0,0.08079563457137827,0.0
9,1,B,2,1,31.68597156,40.13827688,11.91711904,2.09635062,PJ-BO-BY-BU-BL-BA-CA-FP-CH-AC-RI-DF,1.8430000000000002,11195.0,0.0,0.0,0.0,286.0,0.025585972445875828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,0.08114152800143139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.01994990159241367,0.0,299.0,0.02674897119341564,0.0,0.0,0.0,0.0,36.0,0.0032206119162640897,0.0,741.0,0.06629092860976919,0.0,0.0,0.0,0.0,697.0,0.06235462515655753,0.0,0.0,0.0,0.0,25.0,0.0022365360529611735,0.0,725.0,0.06485954553587404,0.0,3016.0,0.269815709429236,0.0,0.0,0.0,0.0,2.0,0.0001789228842368939,0.0,0.0,0.0,0.0,3.0,0.00026838432635534085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4218.0,0.3773483628556093,0.0
